,Číslo záznamu,Typ záznamu,Je součást čeho (číslo záznamu),"typ díla (celé dílo, úryvek, antologie, souborné dílo)",Vztah k originálu (překlad vs. adaptace),Druh adaptace (slovem),Autor/ka + kód autority,Název díla dle titulu v latince,Název díla v původním písmu,Údaje o odpovědnosti a další informace (z titulní strany),Původní název,Jazyk díla,Výchozí jazyk ,Zprostředkovací jazyk,Údaje o zprostředkovacím díle,"Město vydání, země vydání, nakladatel",Nakadatel v původním písmu,"Edice, svazek",Název edice v původním písmu,Údaje o časopiseckém vydání,Název časopisu v původním písmu,Počet stran,Rok,ISBN,Další role,Další role v původním písmu,Zdroj či odkaz,Volná poznámka,technická poznámka,Sloupec1,non-fiction
495,496,část knihy,495,celé dílo,překlad,nan,nan,Nomoe tis 10 juliu tu 2001ja ta dikeomata melon ethnikon mionoti,Νομοε της 10 ιουλιου του 2001για τα δικαιωματα μελων εθνικων μειονοτη,nan,nan,gre,cze,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,text plný jazykových chyb,nan,nan,nan
496,497,kniha,,antologie,překlad,,,I anixi tis Pragas : To allo 1968,Η άνοιξη της Πράγας : Το άλλο 1968,Epimelia Stavros Zumbulakis,Originál neexistuje,gre,,,,? (Řecko) : EVE,ΕΒΕ,Logos,Λόγος,,,130,2021,978-960-7060-30-3,"Jalketsis, Thanasis (trl) § Zumbulakis, Stavros (edt)","Γιαλκέτσης, Θανάσης § Ζουμπουλάκης, Στάυρος",,Náklad 1 000,,nan,nan
497,498,část knihy,497,celé dílo,nan,nan,"Havel, Václav (jk01040240)",Schetika me tin andipolitefsi,Σχετικά με την αντιπολίτευση,nan,Na téma opozice,nan,cze,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Literární listy, 1968, č. 6",nan,nan,nan
498,499,část knihy,497,celé dílo,,,"Kundera, Milan (jk01070894)",To tsechiko pepromeno,Το τσέχικο πεπρωμένο,,Český úděl,,cze,,,,,,,,,,,,,,,"Listy, prosinec 1968, č. 7–8",,nan,nan
499,500,část knihy,497,celé dílo,nan,nan,"Havel, Václav (jk01040240)",To tsechiko pepromeno?,Το τσέχικο πεπρωμένο;,nan,Český úděl?,nan,cze,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"Tvář, únor 1969, č. 2",nan,nan,nan
500,501,část knihy,497,celé dílo,,,"Kundera, Milan (jk01070894)",Rizospastismos ke epidixiomania,Ριζοσπαστισμός και επιδειξιομανία,,Radikalismus a exhibicionismus,,cze,,,,,,,,,,,,,,,"Host do domu, 1969, č. 15",,nan,nan
501,502,kniha,nan,antologie,překlad,nan,"Kana, Sofia",I anixi tis Pragas : Kimena,Η άνοιξη της Πράγας : Κείμενα,nan,originál neexistuje,gre,nan,nan,nan,? (Řecko) : Papazisis,Παπαζήσης,Synchrona provlimata,Σύγχρονα προβλήματα,nan,nan,158,1971,nan,"Kana, Sofia (trl, edt, aui)","Κανά, Σοφία",nan,"Kana, Sofia : úvod",nan,"jako autora jsem uvedla redaktora antologie, je to správně? NE - VIZ VÝŠE, AUTOR ANTOLOGIE SE UVÁDÍ POUZE V DALŠÍ ROLI (EDT)",nan
502,503,část knihy,502,celé dílo,,,"Dubček, Alexander (jn19990209161)",Omilia tu Alexandr Dumbtsek : Pros tus ekprosopus ton xenon Kommunistikon Kommaton ke ton stelechon tu K.K. Tsechoslovakias,Ομιλία του Αλέξαντρ Ντούμπτσεκ : Προς τους εκπροσώπους των ξένων Κομμουνιστικών Κομμάτων και των στελεχών του Κ.Κ. Τσεχοσλοβακίας,,Alexander Dubček : projev z 22. 2. 1968 na slavnostním zasedání ÚV KS k 20. výročí února 1948,,slo,,,,,,,,,,,,,,,,,nan,nan
503,504,část knihy,502,celé dílo,nan,nan,"Dubček, Alexander (jn19990209161)",Isagoji sto programma drasis : Omilia tu Alexandr Dumbtsek stin Kendriki Epitropi tu K.K.T.,Εισαγωγή στο πρόγραμμα δράσης : Ομιλία του Αλεξάντρ Ντούμπτσεκ στην Κεντρική Επιτροπή του Κ.Κ.Τ.,nan,Alexander Dubček : projev na zasedání ÚV KSČ k dalšímu postupu KSČ a k Akčnímu programu KSČ 1. 4. 1968,nan,slo,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
504,505,část knihy,502,celé dílo,,,,"To programma : Engrithike ke yiothetithike apo tin olomelia tis Kendrikis Epitropis tu Kommunistiku Kommatos Tsechoslovakias, ton Aprilio 1968","Το πρόγραμμα : Εγκρίθηκε και υιοθετήθηκε από την ολομέλεια της Κεντρικής Επιτροπής του Κομμουνιστικού Κόμματος Τσεχοσλοβακίας, τον Απρίλιο 1968",,Akční program KSČ,,cze,,,,,,,,,,,,,,,úryvky,,nan,nan
505,506,část knihy,502,celé dílo,nan,nan,"Šik, Ota (jk01122884)",To systima ikonomikis diachirisis : Tu kathijiti Ota Sik: Anadromi sta sfalmata,Το σύστημα οικονομικής διαχείρηση : Του καθηγητή Ότα Σικ: Αναδρομή στα σφάλματα,nan,Ota Šik : Jak řídíme,nan,cze,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,"televizní pořad ČST Fakta, 8. 7. 1968",nan,nan,nan
506,507,část knihy,502,celé dílo,,,"Richta, Radovan (jk01102454)",To anthropistiko protypo tu techniku politismu : Tu Randovan Richta: I viomichaniki chora,Το ανθρωπιστικό πρότυπο του τεχνικού πολιτισμού : Του Ράντοβαν Ρίχτα: Η βιομηχανική χώρα,,originál neznámý,,cze,,,,,,,,,,,,,,,,,nan,nan
507,508,část knihy,502,celé dílo,nan,nan,"Goldstücker, Eduard (jk01032520)",Pnevmatiki kallierjia : I syngrafis ke i sosialistiki dimokratia : Tu Eduarnd Goldstaker,Πνευματική καλλιέργεια : Οι συγγραφείς και η σοσιαλιστική δημοκρατία : Του Έντουαρντ Γκόλντστακερ,nan,Eduard Goldstücker : rozhovor s čs. televizí z dubna 1968,nan,cze,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
508,509,část knihy,502,celé dílo,,,"Vaculík, Ludvík (jk01141068)","""I 2.000 lexis""",«Οι  2.000 λέξεις»,,Dva tisíce slov,,cze,,,,,,,,,,,,,,,,,nan,nan
509,510,část knihy,502,celé dílo,nan,nan,"Husák, Gustáv (jn20000401125)",Nea methodos ergasias : Tu Gustav Huzak,Νέα μέθοδος εργασίας : Του Γκούσταβ Χούζακ,nan,originál neznámý,nan,slo,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
510,511,kniha,,antologie,překlad,,,"Ta syndagmata Belju, Gallias, Jermanias, Jugoslavias, Danias, Italias, Norvijias, Ollandias, Polonias, Rumanias, Suidias, Turkias, Tsechoslovakias","Τα συντάγματα Βέλγιου, Γαλλίας, Γερμανίας, Γιουκγοσλαβίας, Δανίας, Ιταλίας, Νορβηγίας, Ολλανδίας, Πολωνίας, Ρουμανίας, Σουηδίας, Τουρκίας, Τσεχοσλοβακίας",,originál neexistuje,gre,,,,Soluň (Řecko) : Dimosievmata dimosiu dikeu,Δημοσιεύματα δημόσιου δικαίου,,,,,437,1968,,"Kyriakopulos, Il. J. (edt, trl, aui)","Κυριακοπούλος, Ηλ. Γ.",,"Kyriakopulos, Il. J. : předmluva § ""Alfavitikon evretirion"" § obsahuje 121/1920 Sb., Zákon ze dne 29. února 1920, kterým se uvozuje Ústavní listina Československé republiky, Ústavní listina Československé republiky ad.",,nan,nan
511,512,kniha,nan,celé dílo,překlad,nan,nan,E kinonike asfalisis en Tsechoslovakia,Αι κοινωνικαί ασφαλίσεις εν Τσεχοσλοβακία,Ypo K. Papazachariu,26/1929 Sb. Zákon ze dne 21. února 1929 o pensijním pojištění soukromých zaměstnanců ve vyšších službách,gre,cze,nan,nan,Atény (Řecko) : Lojistiki epitheorisis,Λογιστική επιθεώρησις,nan,nan,nan,nan,96,1935,nan,"Papazachariu, K. (edt, aft)","Παπαζαχαρίου, Κ.",nan,"Papazachariu, K. : Doslov",nan,nan,nan
512,513,kniha,,celé dílo,,,,Praga 1968,Πράγα 1968,Prologos P. Mavrudi,originál neexistuje,,,,,Soluň (Řecko) : Protoporia,Πρωτοπορία,,,,,123,1968,,"Mavrudis, P. (aui)","Μαυρουδής, Π.",,"Mavrudis, P. : předmluva § obsahuje manifest ""2000 slov"" § fotografie",,"je to souvislý původní řecký text doplněný pouze překladem textu 2000 slov - ZALOŽÍ SE ZÁZNAM PRO CELÉ DÍLO, KTERÉ NENÍ PŘEKLADEM, A POTÉ SE VYTVOŘÍ DALŠÍ ZÁZNAM PRO SOUČÁST, KTERÁ ZAZNAMENÁ PŘEKLAD 2000 SLOV",nan
513,514,kniha,nan,celé dílo,překlad,nan,nan,Praga Iunios 1967 : Loji Tsechon syngrafeon,Πράγα Ιούνιος 1967 : Λόγοι Τσέχων συγγραφέων,Metafrasi apo ta jermanika Anjela Verykokaki,Reden Zum IV. kongress des Tsechoslowakischen Schriftstellerverbandes,gre,ger,nan,nan,Atény (Řecko) : Nei stochi,Νέοι στόχοι,nan,nan,nan,nan,124,1971,nan,"Kohout, Pavel (aft) § Verykokaki, Anjela (trl, aft, cwt)","Kohout, Pavel § Βερυκοκάκη, Άγγελα",nan,"Nei stochi : předmluva § Kohout, Pavel : doslov § životopisné poznámky § bibliografie § komentáře",nan,nan,nan
514,515,část knihy,514,celé dílo,překlad,,"Kundera, Milan (jk01070894)",Milan Kundera,Μίλαν Κουντέρα,,Milan Kundera,,cze,ger,,,,,,,,,,,,,,,,nan,nan
515,516,část knihy,514,celé dílo,překlad,nan,"Kohout, Pavel (jk01061137)",Pavel Kohout,Πάβελ Κόχοουτ,nan,Pavel Kohout,nan,cze,ger,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
516,517,část knihy,514,celé dílo,překlad,,"Kliment, Alexandr (jk01060558)",Alexandr Klimend,Αλεξάντρ Κλίμεντ,,Alexandr Kliment,,cze,ger,,,,,,,,,,,,,,,,nan,nan
517,518,část knihy,514,celé dílo,překlad,nan,"Solženicyn, Aleksandr",Alexandr Solzenitsin : Anichti epistoli pros to Synedrio Sovietikon Syngrafeon 1967,Αλεξάντρ Σολζενίτσιν : Ανοιχτή επιστολή προς το Συνέδριο Σοβιετικών Συγγραφέων 1967,nan,Alexandr Solženicyn : Otevřený dopis sjezdu sovětských spisovatelů,nan,cze,ger,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
518,519,část knihy,514,celé dílo,překlad,,"Hamšík, Dušan (jk01033327)",Dusan Hamsik,Ντούσαν Χάμσικ,,Dušan Hamšík,,cze,ger,,,,,,,,,,,,,,,,nan,nan
519,520,část knihy,514,celé dílo,překlad,nan,"Goldstücker, Eduard (jk01032520)",Eduarnd Goldstyker,Έντουαρντ Γκόλντστύκερ,nan,Eduard Goldstücker,nan,cze,ger,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
520,521,část knihy,514,celé dílo,překlad,,"Liehm, Antonín J. (jk01072094)",Andonin J. Liem,Αντονίν Γ. Λίεμ,,Antonín J. Liehm,,cze,ger,,,,,,,,,,,,,,,,nan,nan
521,522,část knihy,514,celé dílo,překlad,nan,"Kosík, Karel (jk01061936)",Karel Kosik,Κάρελ Κόσικ,nan,Karel Kosík,nan,cze,ger,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
522,523,část knihy,514,celé dílo,překlad,,"Klíma, Ivan (jk01060513)",Ivan Klima,Ιβάν Κλίμα,,Ivan Klíma,,cze,ger,,,,,,,,,,,,,,,,nan,nan
523,524,část knihy,514,celé dílo,překlad,nan,"Škvorecký, Josef (jk01072094)",Jozef Skvoreky,Γιόζεφ Σκβορέκυ,nan,Josef Škvorecký,nan,cze,ger,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
524,525,část knihy,514,celé dílo,překlad,,"Havel, Václav (jk01040240)",Vatslav Havel,Βάτσλαβ Χάβελ,,Václav Havel,,cze,ger,,,,,,,,,,,,,,,,nan,nan
525,526,část knihy,514,celé dílo,překlad,nan,"Vaculík, Ludvík (jk01141068)",Lundvik Vakulik,Λούντβικ Βακουλίκ,nan,Ludvík Vaculík,nan,cze,ger,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
526,527,část knihy,514,celé dílo,překlad,,"Procházka, Jan (jk01101145)",Jan Prochazka,Γιάν Προχάζκα,,Jan Procházka,,cze,ger,,,,,,,,,,,,,,,,nan,nan
527,528,část knihy,514,celé dílo,překlad,nan,"Kohout, Pavel (jk01061137)",Epilogos tu Pavel Kohout,Επίλογος του Πάβελ Κόχοουτ,nan,Pavel Kohout : Epilog,nan,cze,ger,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
528,529,kniha,,antologie,překlad,,,"Tsechoslovakia 1968–1970 : Apo ti stratiotiki epemvasi stis dikes : Analysis, arthra, dokumenda","Τσεχοσλοβακία 1968–1970 : Από τη στρατιωτική επέμβαση στις δίκες : Αναλύσεις, άρθρα, ντοκουμέντα",Metafrasi V. G.,originál neexistuje,gre,,,,Atény (Řecko) : Nei stochi,Νέοι στόχοι,,,,,107,1972,,"V. G. (trl, aui)",Β. Γ.,,úvod,,nan,nan
529,530,část knihy,529,celé dílo,nan,nan,,To surupo ton grafiokraton,Το σούρουπο των γραφειοκρατών,nan,originál neznámý,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
530,531,část knihy,529,celé dílo,,,,Idrytiko Manifesto tu Kinimatos Epanastatikis Neoleas tis Tsechoslovakias,Ιδρυτικό Μανιφέστο του Κινήματος Επαναστατικής Νεολαίας της Τσεχοσλοβακίας,,Zakládací manifest Hnutí revoluční mládeže,,cze,,,,,,,,,,,,,,,,,nan,nan
531,532,část knihy,529,celé dílo,nan,nan,"Fišer, Zbyněk (jn19981001175)",Zmbinek Fizer : Pos tha efarmosume tin ergatiki dimokratia stin Tsechoslovakia?,Ζμπίνεκ Φίζερ : Πώς θα εφαρμόσουμε την εργατική δημοκρατία στην Τσεχοσλοβακία;,nan,originál neznámý,nan,cze,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
532,533,část knihy,529,celé dílo,,,,"Mia ekklisi tis Epitropis Drasis tis 17is Noemvriu : Ja tin Kommunistiki Epanastatiki Neolea, Parisi : Praga, 10 Noemvri 1968","Μια έκκληση της Επιτροπής Δράσης της 17ης Νοεμβρίου : Για την Κομμουνιστική Επαναστατική Νεολαία, Παρίσι : Πράγα, 10 Νοέμβρη 1968",,originál neznámý,,,,,,,,,,,,,,,,,,,nan,nan
533,534,část knihy,529,celé dílo,nan,nan,,Diakiryxi tis Ideolojikis Epitropis tu Epanastatiku Sosialistiku Kommatos Tsechoslovakias,Διακήρυξη της Ιδεολογικής Επιτροπής του Επαναστατικού Σοσιαλιστικού Κόμματος Τσεχοσλοβακίας,nan,Programové prohlášení Revoluční socialistické strany,nan,cze,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
534,535,část knihy,529,celé dílo,,,,Mia syngrisi,Μια σύγκριση,,originál neznámý,,,,,,,,,,,,,,,,,,,nan,nan
535,536,kniha,nan,antologie,překlad,nan,,Tsechoslovakia '68 ke o proletariakos diethnismos,Τσεχοσλοβακία '68 και ο προλεταριακός διεθνισμός,nan,originál neexistuje,gre,nan,nan,nan,Atény (Řecko) : Irini,Ειρήνη,nan,nan,nan,nan,271,1975,nan,nan,nan,nan,Ekdosis Irini : předmluva,nan,nan,nan
536,537,část knihy,536,celé dílo,překlad,,,Mathimata apo ti Kinoniki ke Kommatiki Krisi meta to 13o Synedrio tu Tsechoslovakiku Kommunistiku Kommatos,Μαθήματα από τη Κοινωνική και Κομματική Κρίση μετά το 13ο Συνέδριο του Τσεχοσλοβάκικου Κομμουνιστικού Κόμματος,,Poučení z krizového vývoje,,cze,,,,,,,,,,,,,,,,,nan,nan
537,538,část knihy,536,celé dílo,překlad,nan,,Pios vriskotan piso apo tis plates tis andepanastasis,Ποιος βρισκόταν πίσω από τις πλάτες της αντεπανάστασης,nan,originál neznámý,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
538,539,část knihy,536,celé dílo,překlad,,,"To ""schedio epichiriseon"" tu Pendagonu ke i KYP...",Το «σχέδιο επιχειρήσεων» του Πεντάγωνου και η ΚΥΠ...,,originál neznámý,,,,,,,,,,,,,,,,,,,nan,nan
539,540,část knihy,536,celé dílo,překlad,nan,,Ja tin allaji ton kommatikon taftotiton (Gramma tis K.E. tu K.K. Tsechoslovakias),Για την αλλαγή των κομματικών ταυτότητων (Γράμμα της Κ.Ε. του Κ.Κ. Τσεχοσλοβακίας),nan,Dopis ÚV KSČ všem základním organizacím a členům strany k výměně stranických legitimací KSČ v roce 1970,nan,cze,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
540,541,část knihy,536,celé dílo,překlad,,,"Nea Sovieto-Tsechoslovakiki synthiki filias, synergasias ke amiveas voithias (omilies tu G. Husak ke tu L. Breznief)","Νέα Σοβιετο-Τσεχοσλοβάκικη συνθήκη φιλίας, συνεργασίας και αμοιβαίας βοηθείας (ομιλίες του Γ. Χούσακ και του Λ. Μπρέζνιεφ)",,projevy u příležitosti podpisu nové spojenecké smlouvy se Sovětským svazem 6. 5. 1970,,slo § rus,,,,,,,,,,,,,,,,,nan,nan
541,542,část knihy,536,celé dílo,překlad,nan,,To 14o synedrio tu K.K. Tsechoslovakias,Το 14ο συνέδριο του Κ.Κ. Τσεχοσλοβακίας,nan,Rezoluce XIV. sjezdu Komunistické strany Československa,nan,cze,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
542,543,část knihy,536,celé dílo,překlad,,,Jati o A. Duptsiek anevlithi apo to K.K. Tsechoslovakias,Γιατί ο Α. Ντούπτσιεκ ανεβληθή από το Κ.Κ. Τσεχοσλοβακίας,,Proč byl Dubček vyloučen z KSČ,,cze,,,,,,,,,,,,,,,Rudé Právo 16. 7. 1970,,nan,nan
543,544,část knihy,536,celé dílo,překlad,nan,,Dilosi ton kommunistikon ki ergatikon kommaton ton sosialistikon choron,Δήλωση των κομμουνιστικών κι εργατικών κομμάτων των σοσιαλιστικών χώρων,nan,"prohlášení z porady představitelů ČSSR, Bulharska, Maďarska, NDR, Polska a SSSR v Bratislavě 3. 8. 1970",nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
544,545,část knihy,536,celé dílo,překlad,,,Dilodi tu TASS,Δήλωδη του ΤΑΣΣ,,zpráva TASS 21. 8. 1968,,rus,,,,,,,,,,,,,,,,,nan,nan
545,546,část knihy,536,celé dílo,překlad,nan,,Ekklisi pros tus polites tis SD Tsechoslovakias,Έκκληση προς τους πολίτες της ΣΔ Τσεχοσλοβακίας,nan,prohlášení k občanům ČSSR,nan,cze,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,šířené velitelstvím okupačních vojsk,nan,nan,nan
546,547,část knihy,536,celé dílo,překlad,,,Anakinosi tu TASS,Ανακοίνωση του ΤΑΣΣ,,sdělení TASS 21. 8. 1968,,rus,,,,,,,,,,,,,,,,,nan,nan
547,548,část knihy,536,celé dílo,překlad,nan,,Ekklisi omadas melon tis KE tu KK Tsechoslovakias tis kyvernisis ke tis ethnosynelevsis tis SD tis Tsechoslovakias,Έκκληση ομάδας μέλων της ΚΕ του ΚΚ Τσεχοσλοβακίας της κυβέρνησης και της εθνοσυνέλευσης της ΣΔ της Τσεχοσλοβακίας,nan,"Text prohášení blíže neurčené skupiny čs. státních a stranických činitelů, kteří údajně požádali Sovětský svaz a další socialistické země o pomoc na ""záchranu socialismu"" v Československu",nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
548,549,část knihy,536,celé dílo,překlad,,,Anakinothen : Ja tis Sovieto-Tsechoslovakikes synomilies,Ανακοινωθέν : Για τις Σοβιετο-Τσεχοσλοβάκικες συνομιλίες,,"Protokol o jednání delegace SSSR a ČSSR, tzv. Moskevský protokol",,,,,,,,,,,,,,,,,"pozměněné, neúplné, přeházené",,nan,nan
549,550,část knihy,536,celé dílo,překlad,nan,,"Pisti sto diethniko kathikon : Arthro sovietiku periodiku ""Kommunist""",Πιστή στο διεθνικό καθήκον : Άρθρο σοβιετικού περιοδικού «Κομμουνίστ»,nan,originál neznámý,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
